Date,Time,Location,Operator,Flight #,Route,Registration,cn / ln,Aboard Total,Aboard Passengers,Aboard Crew,Fatalities Total,Fatalities Passengers,Fatalities Crew,Ground,Summary,Url,Latitude,Longitude
"July 10, 2017",16:00,"Near Itta Bena, Mississipi",USMC,,"Cherry Point, NC - El Centro, CA",165000,382-5303,16,14.0,2.0,16,14.0,2.0,0.0,"While en route, the Marine Corps transport suffered an explosion and structural failure at 20,000 ft., spiraled down and crashed into a soybean field. The investigation determined the cause of the mishap to be an inflight departure of the number four blade from the number two propeller.",https://www.planecrashinfo.com/2017/2017-9.htm,33.4951269,-90.3229458
"September 30, 2017",07:30,"Near Kinshasa, Congo",Air Force of the Democratic Republic of the Congo,,"Kinshasa, - Bunia",EX-001,5343606,12,6.0,6.0,12,6.0,6.0,0.0,The aircraft departed Kinshasa carrying ammunition and 2 vehicles. A few minutes after takeoff the crew reported a technical problem and received permission to make an emergency landing. Shortly after the plane lost control and crashed in flames about 20 km NE of Kinshasa.,https://www.planecrashinfo.com/2017/2017-10.htm,-4.3196982,15.3424196
"October 12, 2017",17:15,"Near Cuílo, Angola",Guicango,,Dundo - Luanda,D2-FDO,120082,7,4.0,3.0,7,4.0,3.0,0.0,"The air ambulance crashed en route shortly after the pilot reported a malfunction in the engine, followed by fire.",https://www.planecrashinfo.com/2017/2017-11.htm,-6.8055485,15.6918402
"October 14, 2017",08:30,"Abidjan, Ivory Coast",Valan International Cargo Charter,,Burkina Faso - Abidjan,ER-AVB,3204,10,4.0,6.0,4,4.0,0.0,0.0,"The cargo plane, carrying French military cargo, crashed in shallow waters along the coastline while on final approach to Abidjan-Felix Houphouet Boigny Airport. The plane was carrying 6 Moldovan crew members and 4 French army personnel. Weather reports indicate that a thunderstorm was passing the airport at the time of the accident. The probable cause of this accident is the continuation of the approach below minimums without having established formal visual contact with runway references and without adequate monitoring of the aircraft's glide path.",https://www.planecrashinfo.com/2017/2017-12.htm,5.320357,-4.016107
"November 15, 2017",08:00,"Empakaai, Tanzania",Costal Aviation,,Arusha - Serengeti,5H-EGG,208B-0476,11,10.0,1.0,11,10.0,1.0,0.0,"The chartered Cessna was flying tourists from Kilimanjaro to Arusha. The plane circled for 30 minuets due to poor weather conditions before crashing. The direct cause of the accident was the uncommanded inflight RH engine propeller blades setting to the angle of minus 1.8° which caused the significant rolling and turning moments, the A/C loss of speed and controllability, and the subsequent with the ground collision.",https://www.planecrashinfo.com/2017/2017-13.htm,-2.9091907,35.8279461
"December 13, 2017",18:15,"Near Fond-du-Lac, Saskatchewan",West Wind Aviation,,Fond-du-Lac - Stony Rapids,C-GWEA,240,25,22.0,3.0,1,1.0,0.0,0.0,"Shortly after taking off, the aircraft lost altitude and descended into trees. All 22 passengers and 3 crew survived but there were several injuries. One passenger died two weeks after the accident.  During the descent, the aircraft encountered icing conditions and the anti-icing system was activated. When the anti-icing system was turned off, residual ice remained on portions of the aircraft. When the plane took off again it could not gain altitude and crashed. Also, there was inadequate de icing equipment at the airport.",https://www.planecrashinfo.com/2017/2017-14.htm,59.328286,-107.189484
"December 31, 2017",12:16,"Punta Islita, Costa Rica",Naure Air,,Punta Islita - San Jose,TI-BEI,208B-0900,12,10.0,2.0,12,10.0,2.0,0.0,"The passenger plane crashed 10 minutes after taking off from Punta Islita into a wooded area. Ten American passengers and crew of 2 were all killed. On 1/12/2018 the companies Air Operator certificate was suspended,  According to a hotel worker that was at the airport during the departure, when the accident airplane took off, it did not make the same right turn as the prior airplane but continued on runway heading into terrain.",https://www.planecrashinfo.com/2017/2017-15.htm,9.8553689,-85.3716517
"January 29, 2018",,"Zhengchang, Suiyang County, Guizhou Province",People's Liberation Army Air Force,,Training,30513,,12,7.0,5.0,12,7.0,5.0,0.0,"While completing a training mission, the airplane crashed in unknown circumstances near the Zhengchang village, in the Guizhou Province.",https://www.planecrashinfo.com/2018/2018-1.htm,27.8902032,107.253901
"February 10, 2018",17:31,"Grand Canyon, Arizona",Papillon,,Sightseeing,N155GC,7091,7,6.0,1.0,3,3.0,0.0,0.0,The helicopter was observed making strange manoeuvres before clipping a cliff which snapped off its tail end. The aircraft then plummeted 600ft to the base of a gorge. There were strong winds in the area at the time of the accident.,https://www.planecrashinfo.com/2018/2018-2.htm,36.0980405,-112.0962787
"February 11, 2018",14:31,"Argunovo, Russia",Saratov Airlines,703,Moscow - Orsk,RA-61704,27015040004,71,65.0,6.0,71,65.0,6.0,0.0,"The regional airliner took off from Moscow at 1422. Six minutes later, after reaching an altitude of 6,000 feet, contact was lost with the aircraft. The plane then lost altitude at an accelerated rate until it impacted the ground and disintegrated. Wreckage was scattered over a wide area of over 1 km. Authorities confirmed the aircraft was intact until the time of impact. There were discrepancies between the air speed readings on the captain's side compared to the standby airspeed indicator. The probable cause was due to erroneous actions of the crew at the stage of climbing in instrument weather conditions from unreliable readings of instrument speed caused by icing  of all three pitot tubes, which led to the loss of control of the aircraft,",https://www.planecrashinfo.com/2018/2018-3.htm,55.285088,38.3959035
"February 18, 2018",09:32,"Kohangan village, Iran",Iran Aseman Airlines,EP3704,Tehran - Yasuj,EP-ATS,391,66,60.0,6.0,66,60.0,6.0,0.0,"The airliner was on approach to Yasuj Airport and descending when it crashed into Mt. Dena, 14 miles north of the airport. Poor weather with fog was reported at the time of the accident.  The crew action which caused dangerous conditions for the flight.  Continuing to the Yasouj airport for landing against the operation manual of the company, due to low altitude ceiling of the cloud and related cloud mass. Descending to unauthorized altitude below minimum of the route and MSA.",https://www.planecrashinfo.com/2018/2018-4.htm,34.67995145,50.252894425931515
"March 06, 2018",14:51,"Latakia, Syria",Military - Russia,,Kuweires Air Base - Latakia-Khmeimim Air Base,RF-92955/52,10107,39,33.0,6.0,39,33.0,6.0,0.0,"While on approach to Latakia-Khmeimim Air Base, the military transport plane crashed 1,600 feet short of the runway. The aircraft approached with a tail wind and was caught by a windshear on finals.",https://www.planecrashinfo.com/2018/2018-5.htm,35.5200185,35.7781044
"March 11, 2018",19:08,"New York, New York",Liberty Helicopters,,Sightseeing,N350LH,7654,6,5.0,1.0,5,5.0,0.0,0.0,The sightseeing helicopter suddenly lost power and crashed in the East River. Two passengers were killed. Three other passengers later died in the hospital.,https://www.planecrashinfo.com/2018/2018-6.htm,40.7127281,-74.0060152
"March 11, 2018",18:09,"81 miles SW o fShahre Kurd, Iran",Mc Aviation,,Sharjar - Istanbul,TC-TRB,5494,11,8.0,3.0,11,8.0,3.0,0.0,"While enr oute, the aiircraft impacted the side of a mountain. Before reaching altitude, the left and right airspeed indicators began to diverge by more than 10 knots. The left  airspeed indicator showed an increase while the right hand airspeed indicator showed a decrease. Insufficient operational prerequisites for the management of erratic airspeed indication by the cockpit crew.",https://www.planecrashinfo.com/2018/2018-7.htm,31.648005,50.536851
"March 12, 2018",14:15,"Kathmandu, Nepal",US-Bangla Airlines,221,Dhaka - Kathmandu,S2-AGU,BS4041,71,67.0,4.0,51,47.0,4.0,0.0,"After getting clearance to land, the aircraft was observed flying low. Soon after, the plane impacted terrain and caught fire. The cause of the accident was due to disorientation and complete loss of situational awareness of the crew. The captain was in a poor mental state. He did not have enough sleep. He had a history of depression, which he concealed when being hired and had just given notice to resign his position over a dispute with another pilot.. The first officer was relatively inexperienced and presumably not in a position to deal with all this.",https://www.planecrashinfo.com/2018/2018-8.htm,27.708317,85.3205817
"April 11, 2018",08:00,"Boufarik AB, Algeria",Military - Algerian Air Force,,Boufarik AB - Bechar - Tindouf,7T-WIP,1043419636,257,247.0,10.0,257,247.0,10.0,0.0,The Algerian military plane crashed soon after takeoff in a field and burst into flames. The plane was totally destroyed.,https://www.planecrashinfo.com/2018/2018-9.htm,36.5755523,2.9128963
"April 17, 2018",10:04,"NW of Philadelphia, Pennsylvania",Southwest Airlines,1380,New York - Dallas,N722SW,27880/601,149,144.0,5.0,1,1.0,0.0,0.0,"While climbing to FL320, the No. 1 engine suffered an uncontained catastrophic failure. Shrapnel struck and broke a window which resulted in explosive decompression. A woman passenger sitting in the window seat was partially sucked out of the window. Passengers were able to pull her back in the cabin but she was reported in cardiac arrest and soon after died. The crew declared an emergency and landed safely at Philadelphia airport. The accident was caused by a low cycle fatigue crack in the dovetail of fan blade No.13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.",https://www.planecrashinfo.com/2018/2018-10.htm,40.0117445,-75.1844151
"May 02, 2018",11:30,"Port Wentworth, Georgia",Military - US,,Savannah - Tuscon,65-0968,382-4110,9,0.0,9.0,9,0.0,9.0,0.0,"A Porto Rico Air National Guard plane crashed onto a highway shortly after taking off from Savannah/Hilton International Airport. The aircraft went into a left bank and crashed to the ground. It was flying to Tucson where it was to be decommissioned. The aircraft was over 50 years old. The pilot's improper application of left rudder, which resulted in a subsequent skid below three-engine minimum controllable airspeed, a left-wing stall.",https://www.planecrashinfo.com/2018/2018-11.htm,32.149092,-81.1631681
"May 18, 2018",12:08,"Havana, Cuba",Cubana (leased from Global Air),972,Havana- Holguin,XA-UHZ,21816/592,113,107.0,6.0,112,106.0,6.0,0.0,"After taking off from runway 06 at Havana-José Martí Airport and while in the initial climb, the airliner initiated a right turn and then descended until it struck power lines and a railway track before disintegrating in a wooded area. The actions of the crew and their errors in the weight and balance calculations, which led to the loss of control and collapse of the aircraft during the takeoff stage.",https://www.planecrashinfo.com/2018/2018-12.htm,23.135305,-82.3589631
"June 05, 2018",17:02,"Near Njabini, Kenya",Fly SAX,,Kitale - Nairobi,5Y-CAC,208B0525,10,8.0,2.0,10,8.0,2.0,0.0,"While en route, the aircraft impacted a mountainside. The flight crew's inadequate flight planning and the decision to fly instrument flight rules (IFR) at an altitude below the published Minimum Sector Altitude and their failure to perform an immediate escape maneuver following TAWS alert, which resulted in controlled flight into terrain.",https://www.planecrashinfo.com/2018/2018-13.htm,-0.725998,36.653323
"July 10, 2018",07:44,"Pretoria, South Africa",Rovos Air,,Test Flight,ZS-BRV,215,19,16.0,3.0,1,0.0,1.0,1.0,"Shortly after takeoff from runway 29, the left engine failed and the crew was unable to gain sufficient height. The captain was cleared to make an emergency landing. While approaching runway 29 from the east, the airplane went out of control, struck the roof of a building and crashed in a field located about 6 km southeast of the airport. The flight engineer was killed along with a person on the ground.",https://www.planecrashinfo.com/2018/2018-14.htm,-25.7459277,28.1879101
"August 04, 2018",16:55,"Flims, Switzerland",Ju Air,,Locorno - Dubendorf,HB-HOT,6595,20,17.0,3.0,20,17.0,3.0,1.0,"The vintage aircraft crashed onto Piz Segnas mountain while on a sightseeing flight. The plane plunged almost vertically at high speed and crashed at an elevation of 8,000 ft.",https://www.planecrashinfo.com/2018/2018-15.htm,46.8332439,9.2834557
